state_name,gender,category_name,aspirational_final,class,amount_of_scholarship
Uttarakhand,Girls,Gen,Aspirational,7,160000.0
Uttarakhand,Girls,Gen,Aspirational,8,90000.0
Uttarakhand,Girls,Gen,Aspirational,9,150000.0
Uttarakhand,Girls,Gen,Aspirational,10,140000.0
Uttarakhand,Girls,Gen,Non-Aspirational,6,440000.0
Uttarakhand,Girls,Gen,Non-Aspirational,7,800000.0
Uttarakhand,Girls,Gen,Non-Aspirational,8,1000000.0
Uttarakhand,Girls,Gen,Non-Aspirational,9,1160000.0
Uttarakhand,Girls,Gen,Non-Aspirational,10,1260000.0
Uttarakhand,Girls,OBC,Aspirational,6,110000.0
Uttarakhand,Girls,OBC,Aspirational,7,110000.0
Uttarakhand,Girls,OBC,Aspirational,8,190000.0
Uttarakhand,Girls,OBC,Aspirational,9,150000.0
Uttarakhand,Girls,OBC,Aspirational,10,130000.0
Uttarakhand,Girls,OBC,Non-Aspirational,6,40000.0
Uttarakhand,Girls,OBC,Non-Aspirational,7,100000.0
Uttarakhand,Girls,OBC,Non-Aspirational,8,230000.0
Uttarakhand,Girls,OBC,Non-Aspirational,9,190000.0
Uttarakhand,Girls,OBC,Non-Aspirational,10,300000.0
Uttarakhand,Girls,SC,Aspirational,6,40000.0
Uttarakhand,Girls,SC,Aspirational,7,60000.0
Uttarakhand,Girls,SC,Aspirational,8,170000.0
Uttarakhand,Girls,SC,Aspirational,9,40000.0
Uttarakhand,Girls,SC,Aspirational,10,50000.0
Uttarakhand,Girls,SC,Non-Aspirational,6,160000.0
Uttarakhand,Girls,SC,Non-Aspirational,7,200000.0
Uttarakhand,Girls,SC,Non-Aspirational,8,320000.0
Uttarakhand,Girls,SC,Non-Aspirational,9,220000.0
Uttarakhand,Girls,SC,Non-Aspirational,10,200000.0
Uttarakhand,Girls,ST,Aspirational,8,10000.0
Uttarakhand,Girls,ST,Aspirational,9,20000.0
Uttarakhand,Girls,ST,Non-Aspirational,6,10000.0
Uttarakhand,Girls,ST,Non-Aspirational,7,10000.0
Uttarakhand,Girls,ST,Non-Aspirational,9,50000.0
Uttarakhand,Girls,ST,Non-Aspirational,10,50000.0
West Bengal,Boys,Gen,Non-Aspirational,6,30000.0
West Bengal,Boys,Gen,Non-Aspirational,7,30000.0
West Bengal,Boys,Gen,Non-Aspirational,8,70000.0
West Bengal,Boys,Gen,Non-Aspirational,9,90000.0
West Bengal,Boys,Gen,Non-Aspirational,10,90000.0
West Bengal,Boys,OBC,Non-Aspirational,7,20000.0
West Bengal,Boys,OBC,Non-Aspirational,9,20000.0
West Bengal,Boys,OBC,Non-Aspirational,10,10000.0
West Bengal,Boys,SC,Non-Aspirational,8,10000.0
West Bengal,Boys,SC,Non-Aspirational,9,30000.0
West Bengal,Boys,SC,Non-Aspirational,10,60000.0
West Bengal,Boys,ST,Non-Aspirational,9,30000.0
West Bengal,Girls,Gen,Non-Aspirational,8,10000.0
West Bengal,Girls,Gen,Non-Aspirational,9,100000.0
West Bengal,Girls,Gen,Non-Aspirational,10,70000.0
West Bengal,Girls,OBC,Non-Aspirational,9,20000.0
West Bengal,Girls,SC,Non-Aspirational,6,10000.0
West Bengal,Girls,SC,Non-Aspirational,8,30000.0
West Bengal,Girls,SC,Non-Aspirational,10,10000.0
West Bengal,Girls,ST,Non-Aspirational,8,10000.0
West Bengal,Girls,ST,Non-Aspirational,9,10000.0
